id,date,type,nom_gare,year,comptage_normalise
1566,2021-10-21,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1567,2021-10-21,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1568,2021-10-21,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1569,2021-10-22,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1570,2021-10-22,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1571,2021-10-22,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1572,2021-10-22,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1573,2021-10-22,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1574,2021-10-22,Optique,Paris Gare de Lyon,2021,
1575,2021-10-22,Parapluies,Paris Gare de Lyon,2021,
1576,2021-10-22,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1577,2021-10-22,"Articles de sport, loisirs, camping",Paris Gare de Lyon,2021,
1578,2021-10-23,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1579,2021-10-23,"Articles d enfants, de puériculture",Paris Gare de Lyon,2021,
1580,2021-10-23,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1581,2021-10-23,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1582,2021-10-23,Divers,Paris Gare de Lyon,2021,
1583,2021-10-23,Parapluies,Paris Gare de Lyon,2021,
1584,2021-10-23,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1585,2021-10-23,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1586,2021-10-23,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1587,2021-10-24,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1588,2021-10-25,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1589,2021-10-25,Divers,Paris Gare de Lyon,2021,
1590,2021-10-25,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1591,2021-10-25,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1592,2021-10-25,Optique,Paris Gare de Lyon,2021,
1593,2021-10-25,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1594,2021-10-26,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1595,2021-10-26,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1596,2021-10-26,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1597,2021-10-26,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1598,2021-10-26,Optique,Paris Gare de Lyon,2021,
1599,2021-10-27,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1600,2021-10-27,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1601,2021-10-27,Optique,Paris Gare de Lyon,2021,
1602,2021-10-28,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1603,2021-10-28,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1604,2021-10-28,Optique,Paris Gare de Lyon,2021,
1605,2021-10-28,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1606,2021-10-28,Divers,Paris Gare de Lyon,2021,
1607,2021-10-28,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1608,2021-10-28,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1609,2021-10-28,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1610,2021-10-29,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1611,2021-10-29,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1612,2021-10-29,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1613,2021-10-29,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1614,2021-10-30,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1615,2021-10-30,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1616,2021-10-30,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1617,2021-10-30,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1618,2021-10-30,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1619,2021-10-30,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1620,2021-10-31,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1621,2021-11-01,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1622,2021-11-01,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1623,2021-11-01,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1624,2021-11-02,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1625,2021-11-02,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1626,2021-11-02,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1627,2021-11-02,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1628,2021-11-02,Optique,Paris Gare de Lyon,2021,
1629,2021-11-02,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1630,2021-11-02,Divers,Paris Gare de Lyon,2021,
1631,2021-11-02,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1632,2021-11-02,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1633,2021-11-03,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1634,2021-11-03,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1635,2021-11-03,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1636,2021-11-03,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1637,2021-11-03,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1638,2021-11-03,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1639,2021-11-04,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1640,2021-11-04,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1641,2021-11-04,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1642,2021-11-04,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1643,2021-11-04,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1644,2021-11-04,"Articles d enfants, de puériculture",Paris Gare de Lyon,2021,
1645,2021-11-04,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1646,2021-11-04,Divers,Paris Gare de Lyon,2021,
1647,2021-11-05,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1648,2021-11-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1649,2021-11-05,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1650,2021-11-05,Optique,Paris Gare de Lyon,2021,
1651,2021-11-05,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1652,2021-11-06,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1653,2021-11-06,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1654,2021-11-06,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1655,2021-11-06,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1656,2021-11-06,Optique,Paris Gare de Lyon,2021,
1657,2021-11-07,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1658,2021-11-07,Optique,Paris Gare de Lyon,2021,
1659,2021-11-07,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1660,2021-11-07,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1661,2021-11-07,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1662,2021-11-08,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1663,2021-11-08,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1664,2021-11-08,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1665,2021-11-08,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1666,2021-11-08,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1667,2021-11-09,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1668,2021-11-09,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1669,2021-11-09,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1670,2021-11-09,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1671,2021-11-09,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1672,2021-11-09,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1673,2021-11-09,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1674,2021-11-09,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,2021,
1675,2021-11-10,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1676,2021-11-10,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1677,2021-11-10,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1678,2021-11-10,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1679,2021-11-10,Divers,Paris Gare de Lyon,2021,
1680,2021-11-10,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1681,2021-11-11,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1682,2021-11-11,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1683,2021-11-11,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1684,2021-11-12,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1685,2021-11-12,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1686,2021-11-12,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1687,2021-11-12,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1688,2021-11-12,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1689,2021-11-12,Optique,Paris Gare de Lyon,2021,
1690,2021-11-12,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1691,2021-11-12,Divers,Paris Gare de Lyon,2021,
1692,2021-11-12,"Bijoux, montres",Paris Gare de Lyon,2021,
1693,2021-11-12,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1694,2021-11-13,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1695,2021-11-13,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1696,2021-11-13,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1697,2021-11-13,Optique,Paris Gare de Lyon,2021,
1698,2021-11-13,Divers,Paris Gare de Lyon,2021,
1699,2021-11-13,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1700,2021-11-14,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1701,2021-11-14,Divers,Paris Gare de Lyon,2021,
1702,2021-11-14,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1703,2021-11-14,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1704,2021-11-14,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1705,2021-11-15,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1706,2021-11-15,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1707,2021-11-15,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1708,2021-11-15,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1709,2021-11-15,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1710,2021-11-15,Articles médicaux,Paris Gare de Lyon,2021,
1711,2021-11-16,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1712,2021-11-16,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1713,2021-11-16,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1714,2021-11-16,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1715,2021-11-16,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1716,2021-11-16,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1717,2021-11-17,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1718,2021-11-17,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1719,2021-11-17,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1720,2021-11-18,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1721,2021-11-18,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1722,2021-11-18,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1723,2021-11-18,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1724,2021-11-18,Divers,Paris Gare de Lyon,2021,
1725,2021-11-19,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1726,2021-11-19,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1727,2021-11-19,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1728,2021-11-19,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1729,2021-11-19,Optique,Paris Gare de Lyon,2021,
1730,2021-11-19,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1731,2021-11-20,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1732,2021-11-20,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1733,2021-11-20,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1734,2021-11-20,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1735,2021-11-20,"Bijoux, montres",Paris Gare de Lyon,2021,
1736,2021-11-21,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1737,2021-11-21,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1738,2021-11-21,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1739,2021-11-21,Divers,Paris Gare de Lyon,2021,
1740,2021-11-22,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1741,2021-11-22,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1742,2021-11-22,"Articles de sport, loisirs, camping",Paris Gare de Lyon,2021,
1743,2021-11-22,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1744,2021-11-23,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1745,2021-11-23,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1746,2021-11-23,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1747,2021-11-23,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1748,2021-11-23,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1749,2021-11-24,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1750,2021-11-24,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1751,2021-11-24,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1752,2021-11-24,"Bijoux, montres",Paris Gare de Lyon,2021,
1753,2021-11-24,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1754,2021-11-24,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1755,2021-11-24,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1756,2021-11-25,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1757,2021-11-25,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1758,2021-11-25,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1759,2021-11-25,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1760,2021-11-25,Articles médicaux,Paris Gare de Lyon,2021,
1761,2021-11-25,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1762,2021-11-26,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1763,2021-11-26,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1764,2021-11-26,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1765,2021-11-27,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1766,2021-11-27,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1767,2021-11-27,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1768,2021-11-27,Optique,Paris Gare de Lyon,2021,
1769,2021-11-27,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1770,2021-11-27,Divers,Paris Gare de Lyon,2021,
1771,2021-11-27,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1772,2021-11-28,Optique,Paris Gare de Lyon,2021,
1773,2021-11-28,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1774,2021-11-28,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1775,2021-11-28,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1776,2021-11-28,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1777,2021-11-29,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1778,2021-11-29,Articles médicaux,Paris Gare de Lyon,2021,
1779,2021-11-29,Optique,Paris Gare de Lyon,2021,
1780,2021-11-29,"Articles de sport, loisirs, camping",Paris Gare de Lyon,2021,
1781,2021-11-29,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1782,2021-11-29,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1783,2021-11-29,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1784,2021-11-29,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1785,2021-11-30,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1786,2021-11-30,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1787,2021-11-30,Optique,Paris Gare de Lyon,2021,
1788,2021-11-30,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1789,2021-11-30,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1790,2021-11-30,"Articles de sport, loisirs, camping",Paris Gare de Lyon,2021,
1791,2021-11-30,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1792,2021-11-30,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1793,2021-11-30,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,2021,
1794,2021-11-30,"Bijoux, montres",Paris Gare de Lyon,2021,
1795,2021-12-01,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1796,2021-12-01,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1797,2021-12-01,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1798,2021-12-01,Optique,Paris Gare de Lyon,2021,
1799,2021-12-01,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1800,2021-12-01,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1801,2021-12-02,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1802,2021-12-02,Optique,Paris Gare de Lyon,2021,
1803,2021-12-02,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1804,2021-12-02,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1805,2021-12-02,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1806,2021-12-02,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,2021,
1807,2021-12-02,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1808,2021-12-02,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1809,2021-12-03,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1810,2021-12-03,"Bijoux, montres",Paris Gare de Lyon,2021,
1811,2021-12-03,Optique,Paris Gare de Lyon,2021,
1812,2021-12-03,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1813,2021-12-03,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1814,2021-12-03,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1815,2021-12-04,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1816,2021-12-04,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1817,2021-12-04,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1818,2021-12-04,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1819,2021-12-04,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1820,2021-12-04,Optique,Paris Gare de Lyon,2021,
1821,2021-12-04,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1822,2021-12-05,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1823,2021-12-05,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1824,2021-12-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1825,2021-12-05,"Bijoux, montres",Paris Gare de Lyon,2021,
1826,2021-12-05,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1827,2021-12-05,Divers,Paris Gare de Lyon,2021,
1828,2021-12-06,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1829,2021-12-06,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1830,2021-12-06,Optique,Paris Gare de Lyon,2021,
1831,2021-12-06,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1832,2021-12-06,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1833,2021-12-06,Divers,Paris Gare de Lyon,2021,
1834,2021-12-06,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1835,2021-12-06,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1836,2021-12-07,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1837,2021-12-07,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1838,2021-12-08,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1839,2021-12-08,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1840,2021-12-08,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1841,2021-12-08,"Articles d enfants, de puériculture",Paris Gare de Lyon,2021,
1842,2021-12-08,Optique,Paris Gare de Lyon,2021,
1843,2021-12-08,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1844,2021-12-08,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1845,2021-12-09,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1846,2021-12-09,Divers,Paris Gare de Lyon,2021,
1847,2021-12-09,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1848,2021-12-09,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1849,2021-12-09,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1850,2021-12-09,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1851,2021-12-09,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1852,2021-12-10,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1853,2021-12-10,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1854,2021-12-10,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1855,2021-12-10,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1856,2021-12-10,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1857,2021-12-10,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1858,2021-12-10,Optique,Paris Gare de Lyon,2021,
1859,2021-12-11,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1860,2021-12-11,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1861,2021-12-11,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1862,2021-12-11,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1863,2021-12-11,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1864,2021-12-11,"Articles d enfants, de puériculture",Paris Gare de Lyon,2021,
1865,2021-12-11,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1866,2021-12-11,Parapluies,Paris Gare de Lyon,2021,
1867,2021-12-12,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1868,2021-12-12,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1869,2021-12-12,Optique,Paris Gare de Lyon,2021,
1870,2021-12-12,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1871,2021-12-12,Divers,Paris Gare de Lyon,2021,
1872,2021-12-12,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1873,2021-12-12,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1874,2021-12-13,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1875,2021-12-13,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1876,2021-12-13,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1877,2021-12-13,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1878,2021-12-14,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1879,2021-12-14,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1880,2021-12-14,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1881,2021-12-14,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1882,2021-12-14,Divers,Paris Gare de Lyon,2021,
1883,2021-12-14,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1884,2021-12-14,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1885,2021-12-15,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1886,2021-12-15,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
1887,2021-12-15,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1888,2021-12-15,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1889,2021-12-15,"Livres, articles de papéterie",Paris Gare de Lyon,2021,
1890,2021-12-15,Pièces d identités et papiers personnels,Paris Gare de Lyon,2021,
1891,2021-12-15,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1892,2021-12-15,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,2021,
1893,2021-12-15,Optique,Paris Gare de Lyon,2021,
1894,2021-12-16,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,2021,
1895,2021-12-16,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,2021,
1896,2021-12-16,"Vêtements, chaussures",Paris Gare de Lyon,2021,
1897,2021-12-16,Optique,Paris Gare de Lyon,2021,
1898,2021-12-16,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,2021,
1899,2021-12-16,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,2021,
