#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-04-01,3,1,25,1,3,2,2.3,96,6.625,1010,100,3,2,-5,371,371,371,1.9,1,6.5,météo très défavorable,20:21:00,07:29:00,2
2022-04-02,4,1,23,1,4,3,0.7,89,8.25,1019,95.75,4,0,-5,332,368,371,0.6,1,6.5,météo très défavorable,20:23:00,07:27:00,1
2022-04-03,9,0,17,0,7,9,0,72,10,1025,26.5,9,0,-4,113,113,116,0,3,11.6,météo très défavorable,20:24:00,07:25:00,1
2022-04-04,11,2,22,2,10,9,0,69,10,1024,68.25,11,2,0,116,122,122,0,3,7.8,météo très défavorable,20:26:00,07:23:00,3
2022-04-05,14,7,15,7,10,14,0,95,10,1015,92.25,14,9,5,122,122,119,0,3,6.5,météo défavorable,20:27:00,07:20:00,7
2022-04-06,14,6,26,6,11,13,0.4,85,10,1011,76.5,14,8,4,116,122,176,0,4,6.6,météo défavorable,20:29:00,07:18:00,7
2022-04-07,11,8,32,10,9,9,1.5,83,7.875,1004,100,11,8,6,122,296,266,0,2,6.6,météo défavorable,20:30:00,07:16:00,10
2022-04-08,9,2,16,8,4,2,7.1,95,8.375,1005,91.625,9,4,0,122,302,317,0,1,6.6,météo très défavorable,20:32:00,07:14:00,8
2022-04-09,11,4,16,4,10,10,0.5,88,10,1021,55.5,11,3,2,353,176,176,0,2,9.1,météo très défavorable,20:33:00,07:12:00,4
2022-04-10,15,3,6,3,13,13,0,73,10,1022,13,15,1,3,113,113,113,0,4,11.6,météo correcte,20:35:00,07:10:00,4
2022-04-11,16,5,19,5,13,16,0,68,10,1018,12.5,16,8,2,113,113,113,0,4,11.6,météo correcte,20:36:00,07:08:00,6
2022-04-12,20,9,13,9,18,19,0,80,10,1012,44.125,20,10,8,113,113,122,0,5,10.4,météo favorable,20:38:00,07:06:00,11
2022-04-13,18,12,9,12,16,18,0,84,10,1020,79.625,18,10,12,122,119,122,0,5,6.7,météo défavorable,20:39:00,07:04:00,13
2022-04-14,23,10,13,10,19,20,0,91,10,1026,11.75,24,10,9,113,113,113,0,5,11.6,météo favorable,20:41:00,07:02:00,11
2022-04-15,21,11,9,11,20,20,0,87,10,1026,18.125,24,9,11,113,113,116,0,5,11.6,météo favorable,20:42:00,07:00:00,12
2022-04-16,20,11,17,11,18,19,0,78,10,1027,5.5,20,9,10,116,113,113,0,5,11.6,météo favorable,20:44:00,06:58:00,12
2022-04-17,19,7,13,7,16,18,0,61,10,1027,19.625,19,6,5,113,113,116,0,4,11.6,météo favorable,20:45:00,06:56:00,9
2022-04-18,19,8,6,8,16,16,0,65,10,1019,73.625,19,9,7,122,122,119,0,4,8.1,météo défavorable,20:47:00,06:54:00,8
2022-04-19,19,9,12,9,17,18,0,83,10,1016,26.375,19,7,8,116,113,113,0,4,11.6,météo favorable,20:48:00,06:52:00,10
2022-04-20,18,9,19,9,17,16,0,81,10,1012,53,18,7,8,116,116,116,0,4,9.3,météo favorable,20:50:00,06:50:00,9
2022-04-21,17,7,18,7,16,17,0,63,10,1008,10.625,17,5,5,113,113,113,0,4,11.6,météo correcte,20:51:00,06:48:00,8
2022-04-22,17,8,17,8,15,15,0,82,10,1004,34,17,7,6,113,116,116,0,4,10.5,météo correcte,20:53:00,06:46:00,10
2022-04-23,17,10,25,10,17,13,1,77,9.875,1000,89.625,17,11,8,119,122,176,0,3,7,météo défavorable,20:54:00,06:45:00,11
2022-04-24,13,10,14,10,12,12,0.7,90,8.375,1007,85.625,13,10,8,263,122,122,0,3,7.1,météo défavorable,20:56:00,06:43:00,11
2022-04-25,16,9,10,9,15,14,0.4,76,9.875,1015,42.875,16,7,8,116,176,353,0,4,9.3,météo correcte,20:57:00,06:41:00,10
2022-04-26,17,7,14,8,14,16,0,82,10,1021,43.625,17,6,6,116,113,116,0,4,9.4,météo correcte,20:59:00,06:39:00,7
2022-04-27,18,6,19,6,16,18,0,78,10,1024,10.875,18,7,3,113,116,116,0,4,14.5,météo favorable,21:00:00,06:37:00,7
2022-04-28,20,8,20,8,18,19,0,81,10,1027,3.125,20,8,6,113,113,113,0,5,14.5,météo favorable,21:02:00,06:35:00,9
2022-04-29,19,10,12,10,16,18,0,76,10,1028,62,19,8,9,122,122,116,0,4,13.4,météo correcte,21:03:00,06:34:00,10
2022-04-30,18,7,18,7,16,17,0,80,10,1026,2.625,18,5,4,113,113,113,0,4,14.5,météo favorable,21:05:00,06:32:00,9
