date,type,gare
2021-06-10,electronique,Paris Gare du Nord
2021-06-10,electronique,Paris Gare du Nord
2021-06-10,electronique,Paris Gare du Nord
2021-06-10,clé,Paris Gare du Nord
2021-06-10,bagages,Paris Gare du Nord
2021-06-10,vetements,Paris Gare du Nord
2021-06-11,bagages,Paris Gare du Nord
2021-06-12,bagages,Paris Gare du Nord
2021-06-12,bagages,Paris Gare du Nord
2021-06-12,bagages,Paris Gare du Nord
2021-06-12,clé,Paris Gare du Nord
2021-06-14,bagages,Paris Gare du Nord
2021-06-14,electronique,Paris Gare du Nord
2021-06-14,bagages,Paris Gare du Nord
2021-06-14,bagages,Paris Gare du Nord
2021-06-14,electronique,Paris Gare du Nord
2021-06-14,vetements,Paris Gare du Nord
2021-06-14,electronique,Paris Gare du Nord
2021-06-14,bagages,Paris Gare du Nord
2021-06-14,vetements,Paris Gare du Nord
2021-06-14,vetements,Paris Gare du Nord
2021-06-14,vetements,Paris Gare du Nord
2021-06-14,livres,Paris Gare du Nord
2021-06-15,electronique,Paris Gare du Nord
2021-06-15,bagages,Paris Gare du Nord
2021-06-15,bagages,Paris Gare du Nord
2021-06-15,bagages,Paris Gare du Nord
2021-06-15,bagages,Paris Gare du Nord
2021-06-15,clé,Paris Gare du Nord
2021-06-15,clé,Paris Gare du Nord
2021-06-15,clé,Paris Gare du Nord
2021-06-15,clé,Paris Gare du Nord
2021-06-15,clé,Paris Gare du Nord
2021-06-15,electronique,Paris Gare du Nord
2021-06-15,electronique,Paris Gare du Nord
2021-06-15,clé,Paris Gare du Nord
2021-06-15,electronique,Paris Gare du Nord
2021-06-15,bagages,Paris Gare du Nord
2021-06-15,papiers,Paris Gare du Nord
2021-06-16,electronique,Paris Gare du Nord
2021-06-16,electronique,Paris Gare du Nord
2021-06-16,electronique,Paris Gare du Nord
2021-06-16,electronique,Paris Gare du Nord
2021-06-16,bagages,Paris Gare du Nord
2021-06-17,bagages,Paris Gare du Nord
2021-06-17,divers,Paris Gare du Nord
2021-06-17,vetements,Paris Gare du Nord
2021-06-17,electronique,Paris Gare du Nord
2021-06-17,electronique,Paris Gare du Nord
2021-06-17,electronique,Paris Gare du Nord
2021-06-17,electronique,Paris Gare du Nord
2021-06-17,bagages,Paris Gare du Nord
2021-06-17,clé,Paris Gare du Nord
2021-06-17,velo/trottinette,Paris Gare du Nord
2021-06-18,bagages,Paris Gare du Nord
2021-06-18,electronique,Paris Gare du Nord
2021-06-18,clé,Paris Gare du Nord
2021-06-18,electronique,Paris Gare du Nord
2021-06-18,bagages,Paris Gare du Nord
2021-06-18,bagages,Paris Gare du Nord
2021-06-18,bagages,Paris Gare du Nord
2021-06-18,clé,Paris Gare du Nord
2021-06-18,electronique,Paris Gare du Nord
2021-06-18,electronique,Paris Gare du Nord
2021-06-18,bagages,Paris Gare du Nord
2021-06-18,clé,Paris Gare du Nord
2021-06-18,clé,Paris Gare du Nord
2021-06-19,bagages,Paris Gare du Nord
2021-06-19,bagages,Paris Gare du Nord
2021-06-19,bagages,Paris Gare du Nord
2021-06-19,electronique,Paris Gare du Nord
2021-06-19,clé,Paris Gare du Nord
2021-06-21,electronique,Paris Gare du Nord
2021-06-21,bagages,Paris Gare du Nord
2021-06-21,bagages,Paris Gare du Nord
2021-06-21,bagages,Paris Gare du Nord
2021-06-21,bagages,Paris Gare du Nord
2021-06-21,bagages,Paris Gare du Nord
2021-06-21,clé,Paris Gare du Nord
2021-06-21,electronique,Paris Gare du Nord
2021-06-22,electronique,Paris Gare du Nord
2021-06-22,electronique,Paris Gare du Nord
2021-06-22,bagages,Paris Gare du Nord
2021-06-22,electronique,Paris Gare du Nord
2021-06-22,electronique,Paris Gare du Nord
2021-06-22,bagages,Paris Gare du Nord
2021-06-22,clé,Paris Gare du Nord
2021-06-23,bagages,Paris Gare du Nord
2021-06-23,clé,Paris Gare du Nord
2021-06-23,clé,Paris Gare du Nord
2021-06-23,bagages,Paris Gare du Nord
2021-06-23,sport/loisirs,Paris Gare du Nord
2021-06-23,bagages,Paris Gare du Nord
2021-06-23,bagages,Paris Gare du Nord
2021-06-24,clé,Paris Gare du Nord
2021-06-24,bagages,Paris Gare du Nord
2021-06-24,electronique,Paris Gare du Nord
2021-06-24,bagages,Paris Gare du Nord
2021-06-24,clé,Paris Gare du Nord
2021-06-24,electronique,Paris Gare du Nord
2021-06-24,bagages,Paris Gare du Nord
2021-06-24,bagages,Paris Gare du Nord
2021-06-24,electronique,Paris Gare du Nord
2021-06-24,vetements,Paris Gare du Nord
2021-06-24,electronique,Paris Gare du Nord
2021-06-24,bagages,Paris Gare du Nord
2021-06-25,bagages,Paris Gare du Nord
2021-06-25,bagages,Paris Gare du Nord
2021-06-25,bagages,Paris Gare du Nord
2021-06-25,clé,Paris Gare du Nord
2021-06-26,electronique,Paris Gare du Nord
2021-06-26,electronique,Paris Gare du Nord
2021-06-26,clé,Paris Gare du Nord
2021-06-26,bagages,Paris Gare du Nord
2021-06-28,electronique,Paris Gare du Nord
2021-06-28,bagages,Paris Gare du Nord
2021-06-28,bagages,Paris Gare du Nord
2021-06-28,bagages,Paris Gare du Nord
2021-06-28,vetements,Paris Gare du Nord
2021-06-28,clé,Paris Gare du Nord
2021-06-28,bagages,Paris Gare du Nord
2021-06-28,clé,Paris Gare du Nord
2021-06-28,clé,Paris Gare du Nord
2021-06-28,clé,Paris Gare du Nord
2021-06-28,clé,Paris Gare du Nord
2021-06-28,bagages,Paris Gare du Nord
2021-06-28,electronique,Paris Gare du Nord
2021-06-28,vetements,Paris Gare du Nord
2021-06-28,vetements,Paris Gare du Nord
2021-06-29,bagages,Paris Gare du Nord
2021-06-29,divers,Paris Gare du Nord
2021-06-29,clé,Paris Gare du Nord
2021-06-29,electronique,Paris Gare du Nord
2021-06-29,papiers,Paris Gare du Nord
2021-06-29,electronique,Paris Gare du Nord
2021-06-29,electronique,Paris Gare du Nord
2021-06-29,electronique,Paris Gare du Nord
2021-06-29,electronique,Paris Gare du Nord
2021-06-29,bagages,Paris Gare du Nord
2021-06-30,bagages,Paris Gare du Nord
2021-06-30,bagages,Paris Gare du Nord
2021-07-01,bagages,Paris Gare du Nord
2021-07-01,bagages,Paris Gare du Nord
2021-07-01,bagages,Paris Gare du Nord
2021-07-01,bagages,Paris Gare du Nord
2021-07-01,bagages,Paris Gare du Nord
2021-07-01,bagages,Paris Gare du Nord
2021-07-01,bijoux/montres,Paris Gare du Nord
2021-07-01,bagages,Paris Gare du Nord
2021-07-02,clé,Paris Gare du Nord
2021-07-02,vetements,Paris Gare du Nord
2021-07-02,bagages,Paris Gare du Nord
2021-07-02,vetements,Paris Gare du Nord
2021-07-03,electronique,Paris Gare du Nord
2021-07-03,clé,Paris Gare du Nord
2021-07-05,bagages,Paris Gare du Nord
2021-07-05,vetements,Paris Gare du Nord
2021-07-05,vetements,Paris Gare du Nord
2021-07-05,electronique,Paris Gare du Nord
2021-07-05,bagages,Paris Gare du Nord
2021-07-05,bagages,Paris Gare du Nord
2021-07-05,bagages,Paris Gare du Nord
2021-07-05,article musique,Paris Gare du Nord
2021-07-05,bagages,Paris Gare du Nord
2021-07-05,bagages,Paris Gare du Nord
2021-07-05,bagages,Paris Gare du Nord
2021-07-05,bagages,Paris Gare du Nord
2021-07-05,electronique,Paris Gare du Nord
2021-07-06,clé,Paris Gare du Nord
2021-07-06,clé,Paris Gare du Nord
2021-07-06,bagages,Paris Gare du Nord
2021-07-06,electronique,Paris Gare du Nord
2021-07-06,clé,Paris Gare du Nord
2021-07-06,bagages,Paris Gare du Nord
2021-07-06,bagages,Paris Gare du Nord
2021-07-06,clé,Paris Gare du Nord
2021-07-06,velo/trottinette,Paris Gare du Nord
2021-07-06,bagages,Paris Gare du Nord
2021-07-06,bagages,Paris Gare du Nord
2021-07-09,electronique,Paris Gare du Nord
2021-07-09,electronique,Paris Gare du Nord
2021-07-09,divers,Paris Gare du Nord
2021-07-09,bagages,Paris Gare du Nord
2021-07-09,velo/trottinette,Paris Gare du Nord
2021-07-09,bagages,Paris Gare du Nord
2021-07-09,bagages,Paris Gare du Nord
2021-07-09,electronique,Paris Gare du Nord
2021-07-09,electronique,Paris Gare du Nord
2021-07-09,electronique,Paris Gare du Nord
2021-07-09,sport/loisirs,Paris Gare du Nord
2021-07-09,bagages,Paris Gare du Nord
2021-07-09,article musique,Paris Gare du Nord
2021-07-09,electronique,Paris Gare du Nord
2021-07-09,electronique,Paris Gare du Nord
2021-07-09,article musique,Paris Gare du Nord
2021-07-09,sport/loisirs,Paris Gare du Nord
2021-07-09,bijoux/montres,Paris Gare du Nord
2021-07-09,livres,Paris Gare du Nord
2021-07-09,vetements,Paris Gare du Nord
2021-07-09,sport/loisirs,Paris Gare du Nord
2021-07-09,electronique,Paris Gare du Nord
2021-07-09,vetements,Paris Gare du Nord
2021-07-09,bagages,Paris Gare du Nord
2021-07-09,bagages,Paris Gare du Nord
2021-07-09,vetements,Paris Gare du Nord
2021-07-09,electronique,Paris Gare du Nord
2021-07-12,bagages,Paris Gare du Nord
2021-07-12,electronique,Paris Gare du Nord
2021-07-12,bagages,Paris Gare du Nord
2021-07-12,bagages,Paris Gare du Nord
2021-07-12,clé,Paris Gare du Nord
2021-07-12,clé,Paris Gare du Nord
2021-07-12,electronique,Paris Gare du Nord
2021-07-12,bagages,Paris Gare du Nord
2021-07-15,bagages,Paris Gare du Nord
2021-07-15,clé,Paris Gare du Nord
2021-07-16,vetements,Paris Gare du Nord
2021-07-16,bagages,Paris Gare du Nord
2021-07-16,electronique,Paris Gare du Nord
2021-07-16,clé,Paris Gare du Nord
2021-07-16,articles enfants,Paris Gare du Nord
2021-07-16,bagages,Paris Gare du Nord
2021-07-16,vetements,Paris Gare du Nord
2021-07-16,articles enfants,Paris Gare du Nord
2021-07-16,bagages,Paris Gare du Nord
2021-07-16,bagages,Paris Gare du Nord
2021-07-16,bagages,Paris Gare du Nord
2021-07-16,bagages,Paris Gare du Nord
2021-07-16,bagages,Paris Gare du Nord
2021-07-17,electronique,Paris Gare du Nord
2021-07-17,electronique,Paris Gare du Nord
2021-07-17,electronique,Paris Gare du Nord
2021-07-17,clé,Paris Gare du Nord
2021-07-17,clé,Paris Gare du Nord
2021-07-17,bagages,Paris Gare du Nord
2021-07-17,clé,Paris Gare du Nord
2021-07-17,electronique,Paris Gare du Nord
2021-07-17,clé,Paris Gare du Nord
2021-07-17,clé,Paris Gare du Nord
2021-07-17,papiers,Paris Gare du Nord
2021-07-19,clé,Paris Gare du Nord
2021-07-19,vetements,Paris Gare du Nord
2021-07-19,electronique,Paris Gare du Nord
2021-07-19,clé,Paris Gare du Nord
2021-07-20,bagages,Paris Gare du Nord
2021-07-20,clé,Paris Gare du Nord
2021-07-20,clé,Paris Gare du Nord
2021-07-20,clé,Paris Gare du Nord
2021-07-20,bagages,Paris Gare du Nord
2021-07-20,bagages,Paris Gare du Nord
2021-07-20,optique,Paris Gare du Nord
2021-07-20,bagages,Paris Gare du Nord
2021-07-20,bagages,Paris Gare du Nord
2021-07-20,bagages,Paris Gare du Nord
2021-07-21,bagages,Paris Gare du Nord
2021-07-22,bagages,Paris Gare du Nord
2021-07-22,clé,Paris Gare du Nord
2021-07-22,papiers,Paris Gare du Nord
2021-07-23,bagages,Paris Gare du Nord
2021-07-23,electronique,Paris Gare du Nord
2021-07-23,electronique,Paris Gare du Nord
2021-07-23,articles enfants,Paris Gare du Nord
2021-07-23,electronique,Paris Gare du Nord
2021-07-24,vetements,Paris Gare du Nord
2021-07-24,clé,Paris Gare du Nord
2021-07-24,articles enfants,Paris Gare du Nord
2021-07-26,electronique,Paris Gare du Nord
2021-07-26,electronique,Paris Gare du Nord
2021-07-26,electronique,Paris Gare du Nord
2021-07-26,vetements,Paris Gare du Nord
2021-07-26,bagages,Paris Gare du Nord
2021-07-26,bagages,Paris Gare du Nord
2021-07-26,bagages,Paris Gare du Nord
2021-07-27,electronique,Paris Gare du Nord
2021-07-27,clé,Paris Gare du Nord
2021-07-27,papiers,Paris Gare du Nord
2021-07-27,clé,Paris Gare du Nord
2021-07-27,clé,Paris Gare du Nord
2021-07-27,clé,Paris Gare du Nord
2021-07-27,papiers,Paris Gare du Nord
2021-07-27,clé,Paris Gare du Nord
2021-07-27,bagages,Paris Gare du Nord
2021-07-27,bagages,Paris Gare du Nord
2021-07-27,bagages,Paris Gare du Nord
2021-07-27,bagages,Paris Gare du Nord
2021-07-27,bagages,Paris Gare du Nord
2021-07-28,bagages,Paris Gare du Nord
2021-07-28,electronique,Paris Gare du Nord
2021-07-28,vetements,Paris Gare du Nord
2021-07-28,electronique,Paris Gare du Nord
2021-07-28,clé,Paris Gare du Nord
2021-07-28,electronique,Paris Gare du Nord
2021-07-28,electronique,Paris Gare du Nord
2021-07-28,papiers,Paris Gare du Nord
2021-07-28,bagages,Paris Gare du Nord
2021-07-28,papiers,Paris Gare du Nord
2021-07-28,papiers,Paris Gare du Nord
2021-07-28,papiers,Paris Gare du Nord
2021-07-28,sport/loisirs,Paris Gare du Nord
2021-07-28,bagages,Paris Gare du Nord
2021-07-28,vetements,Paris Gare du Nord
2021-07-29,vetements,Paris Gare du Nord
2021-07-29,velo/trottinette,Paris Gare du Nord
2021-07-29,bagages,Paris Gare du Nord
2021-07-29,clé,Paris Gare du Nord
2021-07-30,electronique,Paris Gare du Nord
2021-07-30,sport/loisirs,Paris Gare du Nord
2021-07-30,bagages,Paris Gare du Nord
2021-07-30,vetements,Paris Gare du Nord
2021-07-30,bagages,Paris Gare du Nord
2021-07-31,bagages,Paris Gare du Nord
2021-07-31,papiers,Paris Gare du Nord
2021-07-31,electronique,Paris Gare du Nord
2021-08-02,bagages,Paris Gare du Nord
2021-08-02,bagages,Paris Gare du Nord
2021-08-02,bagages,Paris Gare du Nord
2021-08-02,clé,Paris Gare du Nord
2021-08-03,papiers,Paris Gare du Nord
2021-08-03,clé,Paris Gare du Nord
2021-08-03,bagages,Paris Gare du Nord
2021-08-03,bagages,Paris Gare du Nord
2021-08-03,clé,Paris Gare du Nord
2021-08-03,electronique,Paris Gare du Nord
2021-08-03,clé,Paris Gare du Nord
2021-08-03,bagages,Paris Gare du Nord
2021-08-03,bagages,Paris Gare du Nord
2021-08-03,bagages,Paris Gare du Nord
2021-08-03,bagages,Paris Gare du Nord
2021-08-03,bagages,Paris Gare du Nord
2021-08-03,clé,Paris Gare du Nord
2021-08-03,bagages,Paris Gare du Nord
2021-08-04,bagages,Paris Gare du Nord
2021-08-04,vetements,Paris Gare du Nord
2021-08-04,vetements,Paris Gare du Nord
2021-08-04,bagages,Paris Gare du Nord
2021-08-04,clé,Paris Gare du Nord
2021-08-04,clé,Paris Gare du Nord
2021-08-04,electronique,Paris Gare du Nord
2021-08-04,clé,Paris Gare du Nord
2021-08-04,clé,Paris Gare du Nord
2021-08-04,clé,Paris Gare du Nord
2021-08-04,clé,Paris Gare du Nord
2021-08-04,bagages,Paris Gare du Nord
2021-08-04,bagages,Paris Gare du Nord
2021-08-04,clé,Paris Gare du Nord
2021-08-05,bijoux/montres,Paris Gare du Nord
2021-08-05,bagages,Paris Gare du Nord
2021-08-05,bagages,Paris Gare du Nord
2021-08-05,vetements,Paris Gare du Nord
2021-08-06,papiers,Paris Gare du Nord
2021-08-06,clé,Paris Gare du Nord
2021-08-06,electronique,Paris Gare du Nord
2021-08-07,vetements,Paris Gare du Nord
2021-08-07,bagages,Paris Gare du Nord
2021-08-07,bagages,Paris Gare du Nord
2021-08-07,bagages,Paris Gare du Nord
2021-08-07,electronique,Paris Gare du Nord
2021-08-08,clé,Paris Gare du Nord
2021-08-09,clé,Paris Gare du Nord
2021-08-09,bijoux/montres,Paris Gare du Nord
2021-08-09,vetements,Paris Gare du Nord
2021-08-09,clé,Paris Gare du Nord
2021-08-09,clé,Paris Gare du Nord
2021-08-09,optique,Paris Gare du Nord
2021-08-09,vetements,Paris Gare du Nord
2021-08-09,vetements,Paris Gare du Nord
2021-08-09,electronique,Paris Gare du Nord
2021-08-09,electronique,Paris Gare du Nord
2021-08-10,bagages,Paris Gare du Nord
2021-08-10,bagages,Paris Gare du Nord
2021-08-10,bagages,Paris Gare du Nord
2021-08-10,bagages,Paris Gare du Nord
2021-08-11,bagages,Paris Gare du Nord
2021-08-11,papiers,Paris Gare du Nord
2021-08-11,clé,Paris Gare du Nord
2021-08-11,clé,Paris Gare du Nord
2021-08-11,electronique,Paris Gare du Nord
2021-08-11,electronique,Paris Gare du Nord
2021-08-11,bagages,Paris Gare du Nord
2021-08-11,clé,Paris Gare du Nord
2021-08-11,clé,Paris Gare du Nord
2021-08-12,electronique,Paris Gare du Nord
2021-08-12,clé,Paris Gare du Nord
2021-08-12,electronique,Paris Gare du Nord
2021-08-12,bagages,Paris Gare du Nord
2021-08-12,livres,Paris Gare du Nord
2021-08-12,papiers,Paris Gare du Nord
2021-08-12,clé,Paris Gare du Nord
2021-08-13,bagages,Paris Gare du Nord
2021-08-13,bagages,Paris Gare du Nord
2021-08-13,vetements,Paris Gare du Nord
2021-08-14,electronique,Paris Gare du Nord
2021-08-14,clé,Paris Gare du Nord
2021-08-14,vetements,Paris Gare du Nord
2021-08-16,bagages,Paris Gare du Nord
2021-08-16,papiers,Paris Gare du Nord
2021-08-16,vetements,Paris Gare du Nord
2021-08-16,vetements,Paris Gare du Nord
2021-08-16,bagages,Paris Gare du Nord
2021-08-16,clé,Paris Gare du Nord
2021-08-16,bagages,Paris Gare du Nord
2021-08-16,vetements,Paris Gare du Nord
2021-08-16,bagages,Paris Gare du Nord
2021-08-16,clé,Paris Gare du Nord
2021-08-17,electronique,Paris Gare du Nord
2021-08-17,bagages,Paris Gare du Nord
2021-08-17,clé,Paris Gare du Nord
2021-08-17,bagages,Paris Gare du Nord
2021-08-17,bagages,Paris Gare du Nord
2021-08-17,clé,Paris Gare du Nord
2021-08-17,bagages,Paris Gare du Nord
2021-08-18,electronique,Paris Gare du Nord
2021-08-18,electronique,Paris Gare du Nord
2021-08-18,bagages,Paris Gare du Nord
2021-08-18,bagages,Paris Gare du Nord
2021-08-18,bagages,Paris Gare du Nord
2021-08-18,electronique,Paris Gare du Nord
2021-08-19,clé,Paris Gare du Nord
2021-08-19,clé,Paris Gare du Nord
2021-08-19,electronique,Paris Gare du Nord
2021-08-19,vetements,Paris Gare du Nord
2021-08-20,electronique,Paris Gare du Nord
2021-08-20,electronique,Paris Gare du Nord
2021-08-20,bagages,Paris Gare du Nord
2021-08-20,vetements,Paris Gare du Nord
2021-08-20,articles enfants,Paris Gare du Nord
2021-08-20,clé,Paris Gare du Nord
2021-08-20,vetements,Paris Gare du Nord
2021-08-20,electronique,Paris Gare du Nord
2021-08-20,bagages,Paris Gare du Nord
2021-08-20,electronique,Paris Gare du Nord
2021-08-20,bagages,Paris Gare du Nord
2021-08-20,bagages,Paris Gare du Nord
2021-08-20,bagages,Paris Gare du Nord
2021-08-21,divers,Paris Gare du Nord
2021-08-21,papiers,Paris Gare du Nord
2021-08-21,vetements,Paris Gare du Nord
2021-08-21,bagages,Paris Gare du Nord
2021-08-23,bagages,Paris Gare du Nord
2021-08-23,bagages,Paris Gare du Nord
2021-08-23,clé,Paris Gare du Nord
2021-08-23,electronique,Paris Gare du Nord
2021-08-24,vetements,Paris Gare du Nord
2021-08-24,electronique,Paris Gare du Nord
2021-08-24,clé,Paris Gare du Nord
2021-08-24,bagages,Paris Gare du Nord
2021-08-24,clé,Paris Gare du Nord
2021-08-24,electronique,Paris Gare du Nord
2021-08-25,divers,Paris Gare du Nord
2021-08-25,bagages,Paris Gare du Nord
2021-08-25,electronique,Paris Gare du Nord
2021-08-25,electronique,Paris Gare du Nord
2021-08-25,bijoux/montres,Paris Gare du Nord
2021-08-25,bijoux/montres,Paris Gare du Nord
2021-08-25,electronique,Paris Gare du Nord
2021-08-25,clé,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,divers,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,vetements,Paris Gare du Nord
2021-08-26,velo/trottinette,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,electronique,Paris Gare du Nord
2021-08-26,electronique,Paris Gare du Nord
2021-08-26,bijoux/montres,Paris Gare du Nord
2021-08-26,bijoux/montres,Paris Gare du Nord
2021-08-26,papiers,Paris Gare du Nord
2021-08-26,electronique,Paris Gare du Nord
2021-08-26,electronique,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,vetements,Paris Gare du Nord
2021-08-26,vetements,Paris Gare du Nord
2021-08-26,vetements,Paris Gare du Nord
2021-08-26,vetements,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,papiers,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-26,bagages,Paris Gare du Nord
2021-08-27,electronique,Paris Gare du Nord
2021-08-27,clé,Paris Gare du Nord
2021-08-27,papiers,Paris Gare du Nord
2021-08-27,clé,Paris Gare du Nord
2021-08-27,clé,Paris Gare du Nord
2021-08-27,electronique,Paris Gare du Nord
2021-08-27,bagages,Paris Gare du Nord
2021-08-27,electronique,Paris Gare du Nord
2021-08-27,clé,Paris Gare du Nord
2021-08-27,bagages,Paris Gare du Nord
2021-08-27,bagages,Paris Gare du Nord
2021-08-27,papiers,Paris Gare du Nord
2021-08-27,bagages,Paris Gare du Nord
2021-08-27,electronique,Paris Gare du Nord
2021-08-27,bagages,Paris Gare du Nord
2021-08-27,clé,Paris Gare du Nord
2021-08-28,electronique,Paris Gare du Nord
2021-08-28,clé,Paris Gare du Nord
2021-08-28,velo/trottinette,Paris Gare du Nord
2021-08-29,electronique,Paris Gare du Nord
2021-08-30,bagages,Paris Gare du Nord
2021-08-30,bagages,Paris Gare du Nord
2021-08-30,vetements,Paris Gare du Nord
2021-08-30,optique,Paris Gare du Nord
2021-08-30,electronique,Paris Gare du Nord
2021-08-30,clé,Paris Gare du Nord
2021-08-30,clé,Paris Gare du Nord
2021-08-30,bagages,Paris Gare du Nord
2021-08-30,bagages,Paris Gare du Nord
2021-08-30,bagages,Paris Gare du Nord
2021-08-31,clé,Paris Gare du Nord
2021-08-31,bagages,Paris Gare du Nord
2021-08-31,bagages,Paris Gare du Nord
2021-08-31,vetements,Paris Gare du Nord
2021-08-31,papiers,Paris Gare du Nord
2021-08-31,clé,Paris Gare du Nord
2021-08-31,clé,Paris Gare du Nord
2021-08-31,divers,Paris Gare du Nord
2021-08-31,clé,Paris Gare du Nord
2021-08-31,electronique,Paris Gare du Nord
2021-08-31,clé,Paris Gare du Nord
2021-08-31,bagages,Paris Gare du Nord
2021-08-31,electronique,Paris Gare du Nord
2021-09-01,bagages,Paris Gare du Nord
2021-09-01,bagages,Paris Gare du Nord
2021-09-01,bagages,Paris Gare du Nord
2021-09-01,vetements,Paris Gare du Nord
2021-09-01,bagages,Paris Gare du Nord
2021-09-01,papiers,Paris Gare du Nord
2021-09-02,electronique,Paris Gare du Nord
2021-09-02,papiers,Paris Gare du Nord
2021-09-02,bagages,Paris Gare du Nord
2021-09-02,bagages,Paris Gare du Nord
2021-09-02,bagages,Paris Gare du Nord
2021-09-02,vetements,Paris Gare du Nord
2021-09-02,electronique,Paris Gare du Nord
2021-09-02,clé,Paris Gare du Nord
2021-09-02,bagages,Paris Gare du Nord
2021-09-02,electronique,Paris Gare du Nord
2021-09-02,electronique,Paris Gare du Nord
2021-09-03,bagages,Paris Gare du Nord
2021-09-03,bagages,Paris Gare du Nord
2021-09-03,bagages,Paris Gare du Nord
2021-09-03,bagages,Paris Gare du Nord
2021-09-03,clé,Paris Gare du Nord
2021-09-03,bagages,Paris Gare du Nord
2021-09-03,bagages,Paris Gare du Nord
2021-09-03,bagages,Paris Gare du Nord
2021-09-04,bagages,Paris Gare du Nord
2021-09-04,bagages,Paris Gare du Nord
2021-09-06,electronique,Paris Gare du Nord
2021-09-06,bagages,Paris Gare du Nord
2021-09-06,bagages,Paris Gare du Nord
2021-09-06,electronique,Paris Gare du Nord
2021-09-06,bagages,Paris Gare du Nord
2021-09-06,bagages,Paris Gare du Nord
2021-09-06,bagages,Paris Gare du Nord
2021-09-06,bagages,Paris Gare du Nord
2021-09-06,bagages,Paris Gare du Nord
2021-09-07,electronique,Paris Gare du Nord
2021-09-07,vetements,Paris Gare du Nord
2021-09-07,bagages,Paris Gare du Nord
2021-09-07,bagages,Paris Gare du Nord
2021-09-07,bagages,Paris Gare du Nord
2021-09-07,bagages,Paris Gare du Nord
2021-09-07,bagages,Paris Gare du Nord
2021-09-07,bagages,Paris Gare du Nord
2021-09-07,electronique,Paris Gare du Nord
2021-09-08,electronique,Paris Gare du Nord
2021-09-08,velo/trottinette,Paris Gare du Nord
2021-09-08,bagages,Paris Gare du Nord
2021-09-08,vetements,Paris Gare du Nord
2021-09-09,articles enfants,Paris Gare du Nord
2021-09-09,bagages,Paris Gare du Nord
2021-09-09,bagages,Paris Gare du Nord
2021-09-09,electronique,Paris Gare du Nord
2021-09-09,clé,Paris Gare du Nord
2021-09-09,bagages,Paris Gare du Nord
2021-09-09,divers,Paris Gare du Nord
2021-09-09,bagages,Paris Gare du Nord
2021-09-09,bagages,Paris Gare du Nord
2021-09-10,electronique,Paris Gare du Nord
2021-09-10,electronique,Paris Gare du Nord
2021-09-10,bagages,Paris Gare du Nord
2021-09-10,vetements,Paris Gare du Nord
2021-09-10,bagages,Paris Gare du Nord
2021-09-10,electronique,Paris Gare du Nord
2021-09-10,electronique,Paris Gare du Nord
2021-09-10,bagages,Paris Gare du Nord
2021-09-10,bagages,Paris Gare du Nord
2021-09-10,bagages,Paris Gare du Nord
2021-09-10,electronique,Paris Gare du Nord
2021-09-10,bagages,Paris Gare du Nord
2021-09-10,electronique,Paris Gare du Nord
2021-09-10,bijoux/montres,Paris Gare du Nord
2021-09-10,bijoux/montres,Paris Gare du Nord
2021-09-10,bagages,Paris Gare du Nord
2021-09-10,bagages,Paris Gare du Nord
2021-09-10,clé,Paris Gare du Nord
2021-09-10,clé,Paris Gare du Nord
2021-09-10,clé,Paris Gare du Nord
2021-09-10,vetements,Paris Gare du Nord
2021-09-10,papiers,Paris Gare du Nord
2021-09-10,bagages,Paris Gare du Nord
2021-09-10,optique,Paris Gare du Nord
2021-09-11,bagages,Paris Gare du Nord
2021-09-11,papiers,Paris Gare du Nord
2021-09-11,bagages,Paris Gare du Nord
2021-09-11,bagages,Paris Gare du Nord
2021-09-13,velo/trottinette,Paris Gare du Nord
2021-09-13,electronique,Paris Gare du Nord
2021-09-13,electronique,Paris Gare du Nord
2021-09-13,bagages,Paris Gare du Nord
2021-09-13,bagages,Paris Gare du Nord
2021-09-13,bagages,Paris Gare du Nord
2021-09-13,papiers,Paris Gare du Nord
2021-09-13,electronique,Paris Gare du Nord
2021-09-13,vetements,Paris Gare du Nord
2021-09-14,electronique,Paris Gare du Nord
2021-09-14,bagages,Paris Gare du Nord
2021-09-14,vetements,Paris Gare du Nord
2021-09-14,bagages,Paris Gare du Nord
2021-09-14,bagages,Paris Gare du Nord
2021-09-14,clé,Paris Gare du Nord
2021-09-14,bagages,Paris Gare du Nord
2021-09-14,papiers,Paris Gare du Nord
2021-09-15,bagages,Paris Gare du Nord
2021-09-15,bagages,Paris Gare du Nord
2021-09-15,bagages,Paris Gare du Nord
2021-09-15,bagages,Paris Gare du Nord
2021-09-15,vetements,Paris Gare du Nord
2021-09-15,vetements,Paris Gare du Nord
