#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-05-01,18,8,10,8,16,17,0,78,10,1025,58.75,18,5,6,113,122,119,0,4,10.3,météo correcte,21:06:00,06:30:00,8
2022-05-02,17,9,14,9,17,16,0,69,10,1020,57.5,17,6,8,116,116,116,0,4,12.4,météo correcte,21:08:00,06:28:00,10
2022-05-03,19,10,16,10,18,17,0,69,10,1018,56.625,19,7,9,113,119,122,0,5,11.4,météo correcte,21:09:00,06:27:00,11
2022-05-04,19,11,12,11,18,16,0,78,10,1022,41.5,19,10,10,116,113,119,0,4,13.5,météo favorable,21:10:00,06:25:00,12
2022-05-05,21,10,11,10,20,20,0,85,10,1026,39.875,24,9,9,116,113,116,0,5,12.4,météo favorable,21:12:00,06:24:00,11
2022-05-06,22,10,10,10,20,19,0,85,10,1026,36.25,24,11,9,116,113,116,0,5,14.5,météo favorable,21:13:00,06:22:00,10
2022-05-07,20,12,10,12,19,19,0.4,70,9.875,1025,67.75,20,13,12,122,122,176,0,5,10.4,météo défavorable,21:15:00,06:20:00,13
2022-05-08,19,10,14,10,17,19,0.1,97,7.75,1026,72.625,19,11,9,248,122,119,0,4,10.4,météo défavorable,21:16:00,06:19:00,11
2022-05-09,25,11,8,11,23,24,0,82,10,1026,24.25,25,12,10,113,113,116,0,5,14.5,météo favorable,21:18:00,06:17:00,12
2022-05-10,25,15,19,15,22,23,0,76,10,1022,28.375,25,12,15,116,116,113,0,6,14.5,météo favorable,21:19:00,06:16:00,16
2022-05-11,24,14,20,14,22,23,0,73,10,1017,12,25,13,13,113,113,113,0,6,14.5,météo favorable,21:20:00,06:14:00,15
2022-05-12,22,12,10,12,20,20,0,79,10,1021,30.875,24,12,12,113,116,116,0,4,14.5,météo favorable,21:22:00,06:13:00,13
2022-05-13,23,11,10,11,21,22,0,78,10,1023,8,24,9,11,113,113,113,0,5,14.5,météo favorable,21:23:00,06:12:00,11
2022-05-14,25,11,9,11,23,24,0,82,10,1023,11.75,25,12,11,113,113,113,0,5,14.5,météo favorable,21:25:00,06:10:00,12
2022-05-15,25,13,15,13,22,25,0.1,74,10,1018,45,26,16,13,116,116,116,0,6,12.5,météo favorable,21:26:00,06:09:00,14
2022-05-16,25,15,13,15,23,24,2.7,95,9,1021,48.75,25,16,14,143,116,116,0,5,14.5,météo favorable,21:27:00,06:08:00,16
2022-05-17,28,16,10,16,27,26,0,83,10,1022,30.25,27,14,16,113,113,113,0,6,14.5,météo favorable,21:29:00,06:06:00,16
2022-05-18,28,17,10,17,28,27,0,84,10,1021,16.5,29,17,17,113,113,116,0,6,14.5,météo idéale,21:30:00,06:05:00,18
2022-05-19,25,18,16,18,25,24,1,96,8.75,1022,44.75,27,18,18,176,200,113,0,5,13.5,météo correcte,21:31:00,06:04:00,18
2022-05-20,23,16,19,16,23,19,1.2,88,10,1023,61,25,19,16,116,353,116,0,4,11.5,météo correcte,21:32:00,06:03:00,17
2022-05-21,26,12,10,12,21,26,0,74,10,1025,3.625,26,12,12,113,113,113,0,5,14.5,météo favorable,21:34:00,06:02:00,12
2022-05-22,24,13,17,13,21,21,0.1,81,10,1019,44.875,25,13,13,119,116,176,0,5,13.5,météo favorable,21:35:00,06:01:00,13
2022-05-23,19,15,22,17,16,18,2.5,97,10,1006,74.875,19,16,16,353,353,176,0,4,13.5,météo défavorable,21:36:00,06:00:00,16
2022-05-24,19,10,16,10,17,18,0.5,96,9.375,1012,51.25,19,10,8,353,119,116,0,4,15.8,météo correcte,21:37:00,05:59:00,11
2022-05-25,21,10,18,10,20,20,0,81,10,1020,25.625,21,9,10,113,113,119,0,5,15.6,météo favorable,21:39:00,05:58:00,10
2022-05-26,23,13,12,13,21,22,0,82,10,1025,40.25,25,13,12,113,113,119,0,4,15.8,météo favorable,21:40:00,05:57:00,15
2022-05-27,24,12,13,12,19,21,0,86,10,1026,31.875,25,12,12,116,119,113,0,5,15.6,météo correcte,21:41:00,05:56:00,13
2022-05-28,20,10,13,10,19,19,0,77,10,1027,14.25,20,8,9,113,113,116,0,5,15.9,météo favorable,21:42:00,05:55:00,10
2022-05-29,16,7,15,7,13,14,0,81,10,1021,31.875,16,5,5,113,119,116,0,4,15.9,météo correcte,21:43:00,05:54:00,8
2022-05-30,19,7,13,7,17,19,0,78,10,1015,21.125,19,6,4,113,113,116,0,4,15.9,météo favorable,21:44:00,05:53:00,7
2022-05-31,21,13,11,13,21,20,0,59,10,1017,31.125,23,8,13,113,113,113,0,4,15.9,météo favorable,21:45:00,05:53:00,13
