#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-03-01,11,4,7,4,8,10,0,68,10,1027,61.125,11,0,3,122,122,116,0,3,7,météo très défavorable,19:34:00,08:33:00,4
2022-03-02,9,6,13,6,9,9,1.7,92,8.875,1024,96.125,9,7,5,122,176,266,0,2,5.5,météo défavorable,19:36:00,08:31:00,7
2022-03-03,12,6,9,6,10,11,0,91,10,1018,73.625,12,7,5,116,119,119,0,3,5.5,météo défavorable,19:37:00,08:29:00,7
2022-03-04,13,5,13,6,11,12,0,54,10,1018,23.125,13,7,3,116,113,113,0,2,11.1,météo correcte,19:39:00,08:27:00,8
2022-03-05,12,3,12,3,10,11,0,56,10,1021,0,12,0,2,113,113,113,0,3,11.2,météo très défavorable,19:40:00,08:25:00,4
2022-03-06,11,3,16,3,9,9,0.1,68,10,1023,16.5,11,3,-0,113,113,116,0,2,11.2,météo très défavorable,19:42:00,08:23:00,6
2022-03-07,10,1,15,1,7,10,0,67,10,1023,2.5,10,0,-2,113,113,113,0,3,11.2,météo très défavorable,19:44:00,08:21:00,2
2022-03-08,13,1,14,1,9,13,0,61,10,1020,0.875,13,0,-2,113,113,113,0,3,11.3,météo très défavorable,19:45:00,08:19:00,2
2022-03-09,16,5,14,5,13,16,0,93,10,1024,11.625,16,5,4,116,113,113,0,4,11.3,météo correcte,19:47:00,08:16:00,6
2022-03-10,15,7,12,7,13,14,0,69,10,1023,32.875,15,4,5,116,113,116,0,4,11.3,météo correcte,19:48:00,08:14:00,9
2022-03-11,11,9,19,9,10,10,0.6,81,9,1016,86.875,11,9,6,116,266,353,0,2,5.7,météo défavorable,19:50:00,08:12:00,9
2022-03-12,11,7,14,7,9,10,0,90,10,1017,79.25,11,6,5,122,122,119,0,2,5.7,météo défavorable,19:51:00,08:10:00,8
2022-03-13,9,7,17,7,8,9,1.7,89,7,1019,84.25,9,6,4,119,266,266,0,2,5.7,météo défavorable,19:53:00,08:08:00,8
2022-03-14,12,4,15,4,11,12,0.2,93,9,1026,46.75,12,6,3,113,113,116,0,3,10.1,météo très défavorable,19:54:00,08:06:00,5
2022-03-15,15,9,10,9,11,14,1.1,94,7,1025,96.25,15,10,7,266,266,122,0,3,5.8,météo défavorable,19:56:00,08:04:00,9
2022-03-16,19,9,11,9,16,19,0,92,10,1020,16.25,19,11,8,113,113,113,0,4,11.6,météo favorable,19:57:00,08:02:00,10
2022-03-17,12,8,21,10,11,12,0,78,10,1033,62.875,12,9,7,122,122,113,0,4,7.2,météo défavorable,19:59:00,08:00:00,11
2022-03-18,17,5,26,5,14,15,0,65,10,1038,3.375,17,2,1,113,113,113,0,4,11.6,météo correcte,20:00:00,07:58:00,6
2022-03-19,18,6,25,6,16,14,0,75,10,1037,0.375,18,3,3,113,113,113,0,4,11.6,météo favorable,20:02:00,07:56:00,7
2022-03-20,16,5,15,5,12,16,1,84,8.375,1027,58.75,16,6,3,116,263,116,0,4,7.6,météo correcte,20:03:00,07:54:00,5
2022-03-21,16,9,14,9,15,16,0,81,10,1029,50,16,6,8,116,113,119,0,3,10.3,météo correcte,20:05:00,07:52:00,9
2022-03-22,19,8,12,8,16,19,0,72,10,1029,3.625,19,5,7,113,113,113,0,4,11.6,météo favorable,20:06:00,07:50:00,9
2022-03-23,19,8,10,8,18,18,0,56,10,1030,4,19,3,7,113,113,113,0,4,11.6,météo favorable,20:08:00,07:48:00,9
2022-03-24,19,9,12,9,17,18,0,74,10,1030,4.75,19,5,8,113,113,113,0,4,11.6,météo favorable,20:09:00,07:46:00,10
2022-03-25,20,8,14,8,18,19,0,61,10,1028,0,20,4,7,113,113,113,0,5,11.6,météo favorable,20:11:00,07:44:00,10
2022-03-26,21,8,21,8,19,18,0,62,10,1029,0.375,21,5,6,113,113,113,0,5,11.6,météo favorable,20:12:00,07:41:00,9
2022-03-27,21,9,14,9,18,21,0,66,10,1029,0.625,21,6,7,113,113,113,0,5,11.6,météo favorable,20:14:00,07:39:00,10
2022-03-28,22,10,6,10,19,21,0,68,10,1028,7.125,23,6,10,113,113,113,0,5,11.6,météo favorable,20:15:00,07:37:00,11
2022-03-29,19,12,12,12,17,15,0.3,73,10,1016,85.25,19,10,12,176,116,176,0,4,7.7,météo défavorable,20:17:00,07:35:00,13
2022-03-30,12,6,20,8,6,10,0.3,86,10,1005,93.375,12,9,3,122,122,119,0,2,6.4,météo défavorable,20:18:00,07:33:00,10
2022-03-31,8,5,10,7,8,7,0.5,83,10,1002,93.625,8,5,5,176,122,353,0,2,6.4,météo très défavorable,20:20:00,07:31:00,8
