#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-02-01,9,3,18,3,6,9,0.2,96,10,1029,79.75,9,8,0,122,176,122,0,3,3.5,météo très défavorable,17:48:00,08:21:00,3
2022-02-02,11,8,19,9,10,10,0,85,10,1026,91.75,11,8,7,122,122,119,0,2,3.5,météo défavorable,17:50:00,08:19:00,9
2022-02-03,9,6,14,6,8,8,0,86,10,1025,82.75,9,4,4,116,119,119,0,2,3.5,météo défavorable,17:52:00,08:18:00,8
2022-02-04,10,6,19,8,10,9,0.1,81,10,1025,73.5,10,6,5,122,116,176,0,2,5.2,météo défavorable,17:53:00,08:16:00,8
2022-02-05,9,4,15,4,8,9,0,83,10,1029,34.625,9,2,1,116,113,113,0,3,7,météo très défavorable,17:55:00,08:15:00,5
2022-02-06,11,7,32,7,10,11,0.8,79,9,1025,94.625,11,7,3,122,122,353,0,2,3.5,météo défavorable,17:56:00,08:13:00,7
2022-02-07,10,4,13,4,9,10,0.4,71,10,1034,16.75,10,2,1,113,113,113,0,2,8.7,météo très défavorable,17:58:00,08:12:00,5
2022-02-08,9,4,9,4,7,9,0,78,10,1035,62.5,9,5,2,116,119,119,0,3,5,météo très défavorable,18:00:00,08:10:00,4
2022-02-09,14,4,6,5,11,12,0,88,10,1031,2,14,4,3,113,113,113,0,3,9.9,météo correcte,18:01:00,08:09:00,5
2022-02-10,11,4,15,5,9,8,0,86,10,1027,46.25,11,4,2,113,116,122,0,3,8.3,météo très défavorable,18:03:00,08:07:00,6
2022-02-11,9,3,13,3,6,9,0.2,81,9,1036,22.75,9,1,0,113,116,113,0,2,10,météo très défavorable,18:05:00,08:06:00,4
2022-02-12,8,2,11,2,5,7,0,75,10,1035,31.125,8,0,-1,113,116,113,0,2,10,météo très défavorable,18:06:00,08:04:00,2
2022-02-13,12,2,27,2,8,12,0.7,72,9,1021,51.625,12,7,-2,113,116,122,0,3,8.3,météo très défavorable,18:08:00,08:02:00,2
2022-02-14,11,7,17,9,9,10,0.9,84,9,1014,83.625,11,6,6,176,353,176,0,2,5,météo défavorable,18:09:00,08:01:00,11
2022-02-15,10,4,19,4,8,9,0.1,85,10,1020,55.375,10,6,2,113,116,122,0,3,8.4,météo très défavorable,18:11:00,07:59:00,5
2022-02-16,14,9,23,10,13,13,2.6,92,5.875,1012,99.125,14,11,8,266,266,122,0,3,5.3,météo défavorable,18:13:00,07:57:00,10
2022-02-17,13,8,27,10,12,12,0.2,69,10,1023,47.75,13,10,5,176,113,113,0,3,10,météo correcte,18:14:00,07:56:00,13
2022-02-18,13,7,32,12,13,11,0.7,91,9.25,1017,81.125,13,10,8,122,122,176,0,3,5.3,météo défavorable,18:16:00,07:54:00,10
2022-02-19,10,4,23,4,8,8,0.2,69,10,1022,50.875,10,4,-0,113,113,176,0,3,8.5,météo très défavorable,18:18:00,07:52:00,5
2022-02-20,12,8,24,8,10,12,0,84,10,1019,94.875,12,7,5,119,122,122,0,2,5.3,météo défavorable,18:19:00,07:50:00,8
2022-02-21,11,4,32,5,8,9,1.1,87,9.875,1021,77.125,11,8,-0,176,353,122,0,2,6.9,météo très défavorable,18:21:00,07:48:00,7
2022-02-22,10,6,18,6,8,10,0.1,86,10,1026,93.5,10,8,4,122,122,122,0,2,5.4,météo défavorable,18:22:00,07:47:00,7
2022-02-23,12,5,9,5,10,10,0.1,93,10,1031,54.25,12,6,5,113,116,122,0,2,8.5,météo très défavorable,18:24:00,07:45:00,7
2022-02-24,12,5,24,8,12,7,0.8,81,9.875,1024,70.75,12,5,4,119,116,176,0,2,8.5,météo défavorable,18:26:00,07:43:00,9
2022-02-25,9,3,21,3,8,9,0,75,10,1033,28,9,0,-1,113,119,113,0,3,8.5,météo très défavorable,18:27:00,07:41:00,3
2022-02-26,11,3,15,3,9,10,0,75,10,1035,0,11,0,0,113,113,113,0,3,10.9,météo très défavorable,18:29:00,07:39:00,4
2022-02-27,12,1,15,1,8,12,0,68,10,1028,1.625,12,2,-3,113,113,113,0,3,10.9,météo très défavorable,18:30:00,07:37:00,2
2022-02-28,12,2,9,2,9,12,0,59,10,1028,11.375,12,1,-1,113,113,113,0,3,11,météo très défavorable,18:32:00,07:35:00,3
