date,type,gare,type_mapped
2021-11-04,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-11-04,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-04,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-04,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-04,"Articles d enfants, de puériculture",Paris Gare de Lyon,articles enfants
2021-11-04,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-04,Divers,Paris Gare de Lyon,divers
2021-11-05,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-05,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-05,Optique,Paris Gare de Lyon,optique
2021-11-05,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-06,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-06,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-06,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-06,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-06,Optique,Paris Gare de Lyon,optique
2021-11-07,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-07,Optique,Paris Gare de Lyon,optique
2021-11-07,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-07,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-11-07,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-08,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-08,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-08,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-08,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-08,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-09,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-09,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-09,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-09,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-11-09,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-09,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-09,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-09,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-11-10,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-10,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-10,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-10,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-10,Divers,Paris Gare de Lyon,divers
2021-11-10,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-11,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-11,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-11,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-12,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-12,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-12,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-11-12,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-12,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-12,Optique,Paris Gare de Lyon,optique
2021-11-12,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-12,Divers,Paris Gare de Lyon,divers
2021-11-12,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-11-12,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-13,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-13,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-13,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-13,Optique,Paris Gare de Lyon,optique
2021-11-13,Divers,Paris Gare de Lyon,divers
2021-11-13,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-14,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-14,Divers,Paris Gare de Lyon,divers
2021-11-14,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-14,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-14,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-15,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-15,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-15,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-15,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-15,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-15,Articles médicaux,Paris Gare de Lyon,médical
2021-11-16,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-16,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-11-16,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-16,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-16,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-16,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-17,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-17,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-17,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-11-18,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-18,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-18,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-18,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-18,Divers,Paris Gare de Lyon,divers
2021-11-19,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-19,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-19,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-19,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-19,Optique,Paris Gare de Lyon,optique
2021-11-19,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-20,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-20,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-20,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-20,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-20,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-11-21,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-21,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-21,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-21,Divers,Paris Gare de Lyon,divers
2021-11-22,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-22,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-22,"Articles de sport, loisirs, camping",Paris Gare de Lyon,sport/loisirs
2021-11-22,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-23,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-23,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-23,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-23,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-23,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-24,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-24,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-24,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-24,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-11-24,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-24,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-24,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-25,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-25,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-25,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-25,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-25,Articles médicaux,Paris Gare de Lyon,médical
2021-11-25,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-26,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-26,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-26,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-27,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-27,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-27,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-27,Optique,Paris Gare de Lyon,optique
2021-11-27,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-27,Divers,Paris Gare de Lyon,divers
2021-11-27,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-28,Optique,Paris Gare de Lyon,optique
2021-11-28,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-28,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-28,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-28,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-29,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-29,Articles médicaux,Paris Gare de Lyon,médical
2021-11-29,Optique,Paris Gare de Lyon,optique
2021-11-29,"Articles de sport, loisirs, camping",Paris Gare de Lyon,sport/loisirs
2021-11-29,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-29,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-29,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-11-29,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-30,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-11-30,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-11-30,Optique,Paris Gare de Lyon,optique
2021-11-30,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-11-30,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-11-30,"Articles de sport, loisirs, camping",Paris Gare de Lyon,sport/loisirs
2021-11-30,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-11-30,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-11-30,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-11-30,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-12-01,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-01,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-01,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-01,Optique,Paris Gare de Lyon,optique
2021-12-01,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-01,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-02,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-02,Optique,Paris Gare de Lyon,optique
2021-12-02,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-02,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-02,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-02,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-12-02,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-02,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-03,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-03,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-12-03,Optique,Paris Gare de Lyon,optique
2021-12-03,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-03,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-03,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-04,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-04,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-04,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-04,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-04,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-04,Optique,Paris Gare de Lyon,optique
2021-12-04,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-05,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-05,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-05,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-12-05,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-05,Divers,Paris Gare de Lyon,divers
2021-12-06,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-06,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-06,Optique,Paris Gare de Lyon,optique
2021-12-06,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-06,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-06,Divers,Paris Gare de Lyon,divers
2021-12-06,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-06,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-07,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-07,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-08,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-08,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-08,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-08,"Articles d enfants, de puériculture",Paris Gare de Lyon,articles enfants
2021-12-08,Optique,Paris Gare de Lyon,optique
2021-12-08,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-08,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-09,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-09,Divers,Paris Gare de Lyon,divers
2021-12-09,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-09,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-09,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-09,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-09,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-10,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-10,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-10,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-10,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-10,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-10,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-10,Optique,Paris Gare de Lyon,optique
2021-12-11,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-11,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-11,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-11,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-11,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-11,"Articles d enfants, de puériculture",Paris Gare de Lyon,articles enfants
2021-12-11,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-11,Parapluies,Paris Gare de Lyon,parapluies
2021-12-12,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-12,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-12,Optique,Paris Gare de Lyon,optique
2021-12-12,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-12,Divers,Paris Gare de Lyon,divers
2021-12-12,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-12,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-13,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-13,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-13,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-13,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-14,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-14,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-14,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-14,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-14,Divers,Paris Gare de Lyon,divers
2021-12-14,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-14,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-15,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-15,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-15,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-15,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-15,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-15,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-15,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-15,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-12-15,Optique,Paris Gare de Lyon,optique
2021-12-16,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-16,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-16,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-16,Optique,Paris Gare de Lyon,optique
2021-12-16,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-16,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-16,Divers,Paris Gare de Lyon,divers
2021-12-17,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-17,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-17,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-17,Divers,Paris Gare de Lyon,divers
2021-12-17,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-17,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-17,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-17,Optique,Paris Gare de Lyon,optique
2021-12-18,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-18,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-18,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-18,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-18,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-18,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-18,Optique,Paris Gare de Lyon,optique
2021-12-18,"Articles de sport, loisirs, camping",Paris Gare de Lyon,sport/loisirs
2021-12-18,"Articles d enfants, de puériculture",Paris Gare de Lyon,articles enfants
2021-12-19,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-19,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-19,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-19,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-19,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-20,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-20,Optique,Paris Gare de Lyon,optique
2021-12-20,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-20,"Articles de sport, loisirs, camping",Paris Gare de Lyon,sport/loisirs
2021-12-20,Parapluies,Paris Gare de Lyon,parapluies
2021-12-20,Divers,Paris Gare de Lyon,divers
2021-12-20,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-21,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-21,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-21,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-21,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-21,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-21,"Articles d enfants, de puériculture",Paris Gare de Lyon,articles enfants
2021-12-21,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-21,Articles médicaux,Paris Gare de Lyon,médical
2021-12-22,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-22,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-22,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-22,Optique,Paris Gare de Lyon,optique
2021-12-23,Articles médicaux,Paris Gare de Lyon,médical
2021-12-23,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-23,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-23,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-23,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-24,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-24,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-24,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-25,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-25,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-25,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-25,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-25,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-12-26,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-26,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-26,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-12-26,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-26,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-27,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-27,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-27,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-27,"Articles d enfants, de puériculture",Paris Gare de Lyon,articles enfants
2021-12-27,Articles médicaux,Paris Gare de Lyon,médical
2021-12-27,Optique,Paris Gare de Lyon,optique
2021-12-27,Parapluies,Paris Gare de Lyon,parapluies
2021-12-27,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-27,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-28,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-28,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-28,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-28,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-28,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-12-29,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-29,Optique,Paris Gare de Lyon,optique
2021-12-29,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-29,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-29,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-12-29,Parapluies,Paris Gare de Lyon,parapluies
2021-12-29,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-29,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-30,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-30,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-30,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-30,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-30,Optique,Paris Gare de Lyon,optique
2021-12-31,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-12-31,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-12-31,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-12-31,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-12-31,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-12-31,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-12-31,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-12-31,Divers,Paris Gare de Lyon,divers
2021-01-01,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-02,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-04,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-04,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-01-04,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-05,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
