date,type,gare,type_mapped
2021-08-12,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-08-12,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-12,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-08-12,"Articles de sport, loisirs, camping",Paris Saint-Lazare,sport/loisirs
2021-08-13,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-13,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-13,Parapluies,Paris Saint-Lazare,parapluies
2021-08-13,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-14,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-14,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-08-14,"Bijoux, montres",Paris Saint-Lazare,bijoux/montres
2021-08-14,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-15,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-15,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-15,Optique,Paris Saint-Lazare,optique
2021-08-16,Articles médicaux,Paris Saint-Lazare,médical
2021-08-16,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-08-16,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-16,Optique,Paris Saint-Lazare,optique
2021-08-17,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-17,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-08-17,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-17,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-17,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-18,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-18,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-18,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-08-18,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-18,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-19,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-19,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-19,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-19,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-20,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-08-20,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-20,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-20,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-20,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-20,"Articles d enfants, de puériculture",Paris Saint-Lazare,articles enfants
2021-08-20,"Bijoux, montres",Paris Saint-Lazare,bijoux/montres
2021-08-21,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-21,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-21,Optique,Paris Saint-Lazare,optique
2021-08-21,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-22,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-22,Optique,Paris Saint-Lazare,optique
2021-08-22,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-22,"Articles de sport, loisirs, camping",Paris Saint-Lazare,sport/loisirs
2021-08-22,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-22,"Articles d enfants, de puériculture",Paris Saint-Lazare,articles enfants
2021-08-23,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-23,Articles médicaux,Paris Saint-Lazare,médical
2021-08-23,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-24,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-24,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-24,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-25,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-25,Articles médicaux,Paris Saint-Lazare,médical
2021-08-25,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-25,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-25,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-25,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-25,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-08-26,Articles médicaux,Paris Saint-Lazare,médical
2021-08-26,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-26,"Articles de sport, loisirs, camping",Paris Saint-Lazare,sport/loisirs
2021-08-26,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-26,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-26,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-27,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-08-27,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-27,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-27,Articles médicaux,Paris Saint-Lazare,médical
2021-08-28,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-08-28,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-28,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-28,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-28,Optique,Paris Saint-Lazare,optique
2021-08-28,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-29,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-29,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-29,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-29,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-29,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-29,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-08-30,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-08-30,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-30,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-08-31,Optique,Paris Saint-Lazare,optique
2021-08-31,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-08-31,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-08-31,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-08-31,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-08-31,Divers,Paris Saint-Lazare,divers
2021-09-01,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-01,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-01,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-01,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-01,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-01,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-01,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-02,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-02,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-02,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-02,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-03,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-03,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-03,"Articles d enfants, de puériculture",Paris Saint-Lazare,articles enfants
2021-09-03,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-03,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-03,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-09-03,Optique,Paris Saint-Lazare,optique
2021-09-04,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-04,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-04,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-05,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-05,Optique,Paris Saint-Lazare,optique
2021-09-06,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-06,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-06,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-06,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-06,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-06,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-07,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-07,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-07,"Articles d enfants, de puériculture",Paris Saint-Lazare,articles enfants
2021-09-07,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-07,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-08,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-08,"Bijoux, montres",Paris Saint-Lazare,bijoux/montres
2021-09-08,Articles médicaux,Paris Saint-Lazare,médical
2021-09-08,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-08,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-08,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-08,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-08,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-08,Optique,Paris Saint-Lazare,optique
2021-09-09,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-09,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-09,Optique,Paris Saint-Lazare,optique
2021-09-10,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-10,"Bijoux, montres",Paris Saint-Lazare,bijoux/montres
2021-09-10,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-10,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-10,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-11,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-11,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-11,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-11,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-11,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-11,"Articles de sport, loisirs, camping",Paris Saint-Lazare,sport/loisirs
2021-09-12,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-12,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-12,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-12,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-12,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-12,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-13,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-13,"Bijoux, montres",Paris Saint-Lazare,bijoux/montres
2021-09-13,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-14,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-14,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-14,Parapluies,Paris Saint-Lazare,parapluies
2021-09-14,Optique,Paris Saint-Lazare,optique
2021-09-15,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-15,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-15,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-15,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-15,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-15,Optique,Paris Saint-Lazare,optique
2021-09-16,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-16,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-16,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-16,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-16,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-17,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-17,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-17,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-17,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-17,Articles médicaux,Paris Saint-Lazare,médical
2021-09-17,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-17,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-18,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-18,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-19,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-19,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-19,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-19,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-19,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-09-20,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-20,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-20,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-20,Parapluies,Paris Saint-Lazare,parapluies
2021-09-20,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-20,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-21,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-22,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-22,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-22,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-22,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-22,Parapluies,Paris Saint-Lazare,parapluies
2021-09-23,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-23,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-23,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-23,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-24,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-24,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-24,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-24,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-24,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-25,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-25,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-25,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-25,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-26,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-26,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-09-26,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-26,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-27,Optique,Paris Saint-Lazare,optique
2021-09-27,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-27,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-27,Parapluies,Paris Saint-Lazare,parapluies
2021-09-27,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-27,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-27,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-09-27,Articles médicaux,Paris Saint-Lazare,médical
2021-09-27,Divers,Paris Saint-Lazare,divers
2021-09-27,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-28,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-28,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-28,Articles médicaux,Paris Saint-Lazare,médical
2021-09-29,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-29,Articles médicaux,Paris Saint-Lazare,médical
2021-09-29,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-29,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-09-29,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-30,Optique,Paris Saint-Lazare,optique
2021-09-30,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-09-30,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-09-30,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-09-30,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-09-30,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-09-30,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-01,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-01,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-01,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-01,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-01,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-10-01,Divers,Paris Saint-Lazare,divers
2021-10-02,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-02,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-10-02,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-03,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-03,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-10-03,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-03,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-03,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-04,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-04,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-10-04,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-04,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-10-04,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-04,Parapluies,Paris Saint-Lazare,parapluies
2021-10-04,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-04,Divers,Paris Saint-Lazare,divers
2021-10-05,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-05,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-05,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-05,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-10-05,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-05,Parapluies,Paris Saint-Lazare,parapluies
2021-10-06,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-06,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-06,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-06,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-06,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-07,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-07,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-07,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-07,Parapluies,Paris Saint-Lazare,parapluies
2021-10-07,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-10-08,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-08,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-08,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-10-08,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-10-08,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-08,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-08,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-09,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-09,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-09,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-10,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-10,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-10,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-10,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-11,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-11,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-11,Optique,Paris Saint-Lazare,optique
2021-10-11,"Articles de sport, loisirs, camping",Paris Saint-Lazare,sport/loisirs
2021-10-11,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-10-11,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-11,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-12,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-12,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-12,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-12,Optique,Paris Saint-Lazare,optique
2021-10-12,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-10-12,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-12,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-13,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-13,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-10-13,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-13,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-13,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-13,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-10-14,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-14,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-10-14,Optique,Paris Saint-Lazare,optique
2021-10-14,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-14,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-15,Optique,Paris Saint-Lazare,optique
2021-10-15,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-15,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-15,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-15,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-15,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-16,Optique,Paris Saint-Lazare,optique
2021-10-16,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-16,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-16,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-10-17,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-17,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-10-17,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-18,Divers,Paris Saint-Lazare,divers
2021-10-18,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-10-18,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-18,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-18,Optique,Paris Saint-Lazare,optique
2021-10-18,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-18,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-19,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-19,Parapluies,Paris Saint-Lazare,parapluies
2021-10-19,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-10-19,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-19,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-19,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-19,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-19,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-10-20,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-10-20,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-10-20,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-20,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-20,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-10-20,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-10-21,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-10-21,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-10-21,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
