id,date,type,nom_gare,year,comptage_normalise
1,2021-01-01,,Paris Gare de Lyon,2021,27.72429255029318
2,2021-01-02,,Paris Gare de Lyon,2021,27.72429255029318
3,2021-01-02,,Paris Gare de Lyon,2021,27.72429255029318
4,2021-01-02,,Paris Gare de Lyon,2021,27.72429255029318
5,2021-01-03,,Paris Gare de Lyon,2021,27.72429255029318
6,2021-01-03,,Paris Gare de Lyon,2021,27.72429255029318
7,2021-01-04,,Paris Gare de Lyon,2021,27.72429255029318
8,2021-01-04,,Paris Gare de Lyon,2021,27.72429255029318
9,2021-01-05,,Paris Gare de Lyon,2021,27.72429255029318
10,2021-01-05,,Paris Gare de Lyon,2021,27.72429255029318
11,2021-01-05,,Paris Gare de Lyon,2021,27.72429255029318
12,2021-01-05,,Paris Gare de Lyon,2021,27.72429255029318
13,2021-01-05,,Paris Gare de Lyon,2021,27.72429255029318
14,2021-01-05,,Paris Gare de Lyon,2021,27.72429255029318
15,2021-01-05,,Paris Gare de Lyon,2021,27.72429255029318
16,2021-01-06,,Paris Gare de Lyon,2021,27.72429255029318
17,2021-01-06,,Paris Gare de Lyon,2021,27.72429255029318
18,2021-01-06,,Paris Gare de Lyon,2021,27.72429255029318
19,2021-01-06,,Paris Gare de Lyon,2021,27.72429255029318
20,2021-01-07,,Paris Gare de Lyon,2021,27.72429255029318
21,2021-01-07,,Paris Gare de Lyon,2021,27.72429255029318
22,2021-01-07,,Paris Gare de Lyon,2021,27.72429255029318
23,2021-01-07,,Paris Gare de Lyon,2021,27.72429255029318
24,2021-01-07,,Paris Gare de Lyon,2021,27.72429255029318
25,2021-01-07,,Paris Gare de Lyon,2021,27.72429255029318
26,2021-01-07,,Paris Gare de Lyon,2021,27.72429255029318
27,2021-01-07,,Paris Gare de Lyon,2021,27.72429255029318
28,2021-01-08,,Paris Gare de Lyon,2021,27.72429255029318
29,2021-01-08,,Paris Gare de Lyon,2021,27.72429255029318
30,2021-01-08,,Paris Gare de Lyon,2021,27.72429255029318
31,2021-01-08,,Paris Gare de Lyon,2021,27.72429255029318
32,2021-01-08,,Paris Gare de Lyon,2021,27.72429255029318
33,2021-01-09,,Paris Gare de Lyon,2021,27.72429255029318
34,2021-01-09,,Paris Gare de Lyon,2021,27.72429255029318
35,2021-01-09,,Paris Gare de Lyon,2021,27.72429255029318
36,2021-01-09,,Paris Gare de Lyon,2021,27.72429255029318
37,2021-01-09,,Paris Gare de Lyon,2021,27.72429255029318
38,2021-01-10,,Paris Gare de Lyon,2021,27.72429255029318
39,2021-01-10,,Paris Gare de Lyon,2021,27.72429255029318
40,2021-01-10,,Paris Gare de Lyon,2021,27.72429255029318
41,2021-01-11,,Paris Gare de Lyon,2021,27.72429255029318
42,2021-01-11,,Paris Gare de Lyon,2021,27.72429255029318
43,2021-01-11,,Paris Gare de Lyon,2021,27.72429255029318
44,2021-01-12,,Paris Gare de Lyon,2021,27.72429255029318
45,2021-01-12,,Paris Gare de Lyon,2021,27.72429255029318
46,2021-01-12,,Paris Gare de Lyon,2021,27.72429255029318
47,2021-01-12,,Paris Gare de Lyon,2021,27.72429255029318
48,2021-01-13,,Paris Gare de Lyon,2021,27.72429255029318
49,2021-01-13,,Paris Gare de Lyon,2021,27.72429255029318
50,2021-01-13,,Paris Gare de Lyon,2021,27.72429255029318
51,2021-01-13,,Paris Gare de Lyon,2021,27.72429255029318
52,2021-01-13,,Paris Gare de Lyon,2021,27.72429255029318
53,2021-01-13,,Paris Gare de Lyon,2021,27.72429255029318
54,2021-01-13,,Paris Gare de Lyon,2021,27.72429255029318
55,2021-01-13,,Paris Gare de Lyon,2021,27.72429255029318
56,2021-01-14,,Paris Gare de Lyon,2021,27.72429255029318
57,2021-01-14,,Paris Gare de Lyon,2021,27.72429255029318
58,2021-01-14,,Paris Gare de Lyon,2021,27.72429255029318
59,2021-01-15,,Paris Gare de Lyon,2021,27.72429255029318
60,2021-01-15,,Paris Gare de Lyon,2021,27.72429255029318
61,2021-01-15,,Paris Gare de Lyon,2021,27.72429255029318
62,2021-01-15,,Paris Gare de Lyon,2021,27.72429255029318
63,2021-01-16,,Paris Gare de Lyon,2021,27.72429255029318
64,2021-01-16,,Paris Gare de Lyon,2021,27.72429255029318
65,2021-01-17,,Paris Gare de Lyon,2021,27.72429255029318
66,2021-01-17,,Paris Gare de Lyon,2021,27.72429255029318
67,2021-01-18,,Paris Gare de Lyon,2021,27.72429255029318
68,2021-01-18,,Paris Gare de Lyon,2021,27.72429255029318
69,2021-01-18,,Paris Gare de Lyon,2021,27.72429255029318
70,2021-01-18,,Paris Gare de Lyon,2021,27.72429255029318
71,2021-01-19,,Paris Gare de Lyon,2021,27.72429255029318
72,2021-01-19,,Paris Gare de Lyon,2021,27.72429255029318
73,2021-01-19,,Paris Gare de Lyon,2021,27.72429255029318
74,2021-01-19,,Paris Gare de Lyon,2021,27.72429255029318
75,2021-01-19,,Paris Gare de Lyon,2021,27.72429255029318
76,2021-01-20,,Paris Gare de Lyon,2021,27.72429255029318
77,2021-01-20,,Paris Gare de Lyon,2021,27.72429255029318
78,2021-01-20,,Paris Gare de Lyon,2021,27.72429255029318
79,2021-01-20,,Paris Gare de Lyon,2021,27.72429255029318
80,2021-01-20,,Paris Gare de Lyon,2021,27.72429255029318
81,2021-01-20,,Paris Gare de Lyon,2021,27.72429255029318
82,2021-01-20,,Paris Gare de Lyon,2021,27.72429255029318
83,2021-01-21,,Paris Gare de Lyon,2021,27.72429255029318
84,2021-01-21,,Paris Gare de Lyon,2021,27.72429255029318
85,2021-01-21,,Paris Gare de Lyon,2021,27.72429255029318
86,2021-01-21,,Paris Gare de Lyon,2021,27.72429255029318
87,2021-01-21,,Paris Gare de Lyon,2021,27.72429255029318
88,2021-01-21,,Paris Gare de Lyon,2021,27.72429255029318
89,2021-01-21,,Paris Gare de Lyon,2021,27.72429255029318
90,2021-01-21,,Paris Gare de Lyon,2021,27.72429255029318
91,2021-01-22,,Paris Gare de Lyon,2021,27.72429255029318
92,2021-01-22,,Paris Gare de Lyon,2021,27.72429255029318
93,2021-01-22,,Paris Gare de Lyon,2021,27.72429255029318
