#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2023-07-01,25,15,23,16,22,25,1.1,96,9.875,1013,71.875,26,16,16,296,176,113,0,4,13.8,météo défavorable,21:58:00,05:51:00,15
2023-07-02,25,13,17,13,23,24,0,87,10,1015,24,25,11,13,116,113,116,0,5,16.1,météo favorable,21:57:00,05:52:00,14
2023-07-03,25,13,19,15,23,25,0,66,10,1016,36.5,25,9,14,122,113,113,0,5,15.6,météo favorable,21:57:00,05:52:00,13
2023-07-04,25,12,16,13,22,25,0,78,10,1017,35.125,25,14,13,113,116,119,0,5,15.6,météo favorable,21:57:00,05:53:00,13
2023-07-05,21,11,17,11,19,21,1.3,87,10,1018,48.125,21,13,10,113,122,116,0,4,15.6,météo correcte,21:56:00,05:54:00,12
2023-07-06,30,13,6,13,25,28,0,74,10,1018,10.25,28,10,14,113,113,113,0,6,16,météo favorable,21:56:00,05:55:00,13
2023-07-07,35,16,13,16,32,34,0,56,10,1017,12.875,35,14,16,113,113,113,0,7,16,météo favorable,21:55:00,05:55:00,17
2023-07-08,32,19,16,19,32,27,0.1,85,10,1018,35.375,34,19,19,116,113,116,0,6,16,météo favorable,21:55:00,05:56:00,20
2023-07-09,26,17,8,19,25,21,1.1,78,9.875,1021,55.625,28,19,19,113,176,353,0,5,14.7,météo correcte,21:54:00,05:57:00,19
2023-07-10,33,18,10,19,30,31,0,70,10,1023,23.25,31,14,19,116,113,113,0,6,16,météo idéale,21:54:00,05:58:00,18
2023-07-11,35,19,20,19,31,33,0,60,10,1018,10,35,15,19,113,113,113,0,7,15.9,météo favorable,21:53:00,05:59:00,20
2023-07-12,27,16,17,16,24,26,0,80,10,1016,23.25,26,16,16,116,113,113,0,5,15.5,météo idéale,21:52:00,06:00:00,18
2023-07-13,26,15,18,15,24,25,0,78,10,1020,35.875,25,11,14,113,122,116,0,6,13.5,météo correcte,21:52:00,06:01:00,16
2023-07-14,32,15,20,16,29,32,0,69,10,1019,19.75,31,11,16,116,113,113,0,6,14.5,météo idéale,21:51:00,06:02:00,16
2023-07-15,24,19,23,19,21,24,0.1,83,10,1011,63.375,25,16,19,122,119,176,0,6,10.6,météo correcte,21:50:00,06:03:00,22
2023-07-16,24,15,19,15,24,23,0,74,10,1016,45.125,25,11,15,116,122,116,0,6,12.6,météo correcte,21:49:00,06:04:00,16
2023-07-17,30,15,14,15,24,27,0,71,10,1021,15.375,28,10,15,113,116,113,0,6,14.5,météo favorable,21:48:00,06:05:00,16
2023-07-18,34,14,8,14,31,32,0,60,10,1022,10.5,32,10,14,113,113,113,0,6,14.5,météo favorable,21:47:00,06:06:00,15
2023-07-19,29,14,19,14,25,26,0,71,10,1018,25.5,27,12,14,113,116,113,0,6,13.5,météo favorable,21:46:00,06:07:00,15
2023-07-20,26,14,10,15,24,24,0,77,10,1017,46.125,26,11,15,113,119,116,0,6,12.5,météo correcte,21:45:00,06:08:00,15
2023-07-21,27,16,15,16,22,27,0,64,10,1015,54.5,26,10,16,119,113,113,0,5,12.5,météo favorable,21:44:00,06:09:00,17
2023-07-22,28,13,20,14,24,28,0,68,10,1017,28,26,9,14,113,116,113,0,6,13.5,météo favorable,21:43:00,06:11:00,14
2023-07-23,20,17,22,17,18,17,1,91,8,1012,86.125,20,17,17,122,266,266,0,5,9.6,météo défavorable,21:42:00,06:12:00,18
2023-07-24,25,17,21,17,21,23,0.8,86,10,1008,60.25,25,16,17,353,116,119,0,4,12.5,météo correcte,21:41:00,06:13:00,18
2023-07-25,21,14,14,14,20,21,1.8,90,10,1014,72.75,21,15,13,353,119,116,0,4,12.5,météo défavorable,21:39:00,06:14:00,15
2023-07-26,25,13,12,13,22,25,0,79,10,1016,28.75,25,10,13,113,116,113,0,5,14.5,météo favorable,21:38:00,06:15:00,13
2023-07-27,21,18,22,18,21,20,0.4,86,8.375,1013,73.25,21,17,18,116,122,263,0,4,10.5,météo défavorable,21:37:00,06:17:00,19
2023-07-28,23,18,19,18,21,23,1.6,94,8.875,1010,88.375,25,19,18,353,176,176,0,4,10.5,météo défavorable,21:36:00,06:18:00,18
2023-07-29,25,17,22,17,25,24,0.3,79,10,1013,57.875,26,14,17,119,176,176,0,6,12.5,météo correcte,21:34:00,06:19:00,18
2023-07-30,26,14,19,14,22,25,0,79,10,1017,46,25,11,13,122,113,116,0,5,13.5,météo favorable,21:33:00,06:21:00,15
2023-07-31,21,17,19,17,21,20,1.5,80,9.875,1016,82.875,25,17,17,116,122,296,0,5,9.4,météo défavorable,21:31:00,06:22:00,19
